country_region_code;country_region;sub_region_1;sub_region_2;metro_area;iso_3166_2_code;census_fips_code;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-09-27T00:00:00Z;12;NA;88;18;-7;0
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-09-28T00:00:00Z;-8;-3;-17;-11;-22;5
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-09-29T00:00:00Z;0;6;15;-6;-21;5
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-09-30T00:00:00Z;-2;4;17;-3;-22;4
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-01T00:00:00Z;6;7;41;-6;-19;3
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-02T00:00:00Z;-2;6;34;0;-19;3
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-03T00:00:00Z;2;-2;78;-2;-7;1
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-04T00:00:00Z;21;NA;99;25;-7;0
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-05T00:00:00Z;3;1;12;-3;-19;2
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-06T00:00:00Z;6;4;64;-1;-20;2
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-07T00:00:00Z;-3;5;1;-4;-19;4
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-08T00:00:00Z;2;3;37;-5;-19;3
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-09T00:00:00Z;2;7;59;2;-19;2
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-10T00:00:00Z;0;-3;73;-5;-10;1
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-11T00:00:00Z;-20;NA;-27;-15;-14;4
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-12T00:00:00Z;-4;4;-19;-11;-19;3
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-13T00:00:00Z;-12;-2;-29;-16;-20;6
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-14T00:00:00Z;-10;2;-16;-11;-18;5
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-15T00:00:00Z;-5;7;7;-12;-18;5
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-16T00:00:00Z;-10;4;-20;-12;-18;6
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-17T00:00:00Z;-6;-5;10;-19;-13;3
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-18T00:00:00Z;-1;NA;44;9;-11;3
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-19T00:00:00Z;1;1;3;-5;-17;3
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-20T00:00:00Z;2;3;35;-9;-17;4
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-21T00:00:00Z;-3;-1;15;-7;-18;5
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-22T00:00:00Z;-2;6;28;-8;-19;4
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-23T00:00:00Z;-6;11;18;-3;-19;4
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-24T00:00:00Z;-9;4;38;-7;-14;2
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-25T00:00:00Z;-2;NA;49;8;-16;2
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-26T00:00:00Z;-10;-85;NA;-41;-82;18
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-27T00:00:00Z;-6;19;-8;-21;-35;7
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-28T00:00:00Z;2;3;61;-17;-34;6
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-29T00:00:00Z;-8;5;-9;-26;-34;8
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-30T00:00:00Z;-11;12;-19;-28;-33;8
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-10-31T00:00:00Z;-6;2;45;-6;-10;3
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-01T00:00:00Z;-13;NA;8;-3;-15;3
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-02T00:00:00Z;13;-3;22;-24;-35;7
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-03T00:00:00Z;-30;3;17;-27;-30;11
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-04T00:00:00Z;-35;2;-6;-27;-29;12
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-05T00:00:00Z;-31;6;14;-27;-28;11
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-06T00:00:00Z;-33;9;35;-24;-28;11
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-07T00:00:00Z;-32;2;95;-20;-21;8
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-08T00:00:00Z;-57;NA;12;-26;-31;8
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-09T00:00:00Z;-24;0;-1;-25;-30;10
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-10T00:00:00Z;-27;5;1;-27;-30;11
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-11T00:00:00Z;-30;4;1;-29;-30;11
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-12T00:00:00Z;-30;4;10;-27;-31;12
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-13T00:00:00Z;-30;10;4;-26;-31;12
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-14T00:00:00Z;-27;4;34;-26;-24;8
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-15T00:00:00Z;-52;NA;5;-18;-27;7
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-16T00:00:00Z;7;14;3;-23;-29;8
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-17T00:00:00Z;-55;-10;19;-44;-42;17
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-18T00:00:00Z;-51;-6;45;-39;-43;16
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-19T00:00:00Z;-55;-4;-8;-44;-43;18
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-20T00:00:00Z;-59;2;-9;-42;-43;18
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-21T00:00:00Z;-62;-7;67;-37;-33;12
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-22T00:00:00Z;-59;NA;40;-26;-34;9
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-23T00:00:00Z;-48;-7;-12;-39;-41;14
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-24T00:00:00Z;-49;-2;-1;-39;-42;16
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-25T00:00:00Z;-53;-6;-19;-40;-42;16
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-26T00:00:00Z;-52;-1;-17;-42;-42;17
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-27T00:00:00Z;-53;5;1;-41;-42;17
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-28T00:00:00Z;-62;-3;15;-39;-34;12
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-29T00:00:00Z;-58;NA;40;-28;-35;9
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-11-30T00:00:00Z;-44;-1;3;-38;-38;14
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-01T00:00:00Z;-45;3;1;-38;-39;15
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-02T00:00:00Z;-50;0;-14;-39;-39;16
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-03T00:00:00Z;-52;-2;-6;-40;-39;16
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-04T00:00:00Z;-52;14;2;-40;-39;16
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-05T00:00:00Z;-55;7;46;-33;-29;11
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-06T00:00:00Z;-59;NA;16;-31;-31;9
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-07T00:00:00Z;-5;20;6;-36;-46;12
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-08T00:00:00Z;-42;-46;48;-59;-81;25
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-09T00:00:00Z;-27;12;-13;-27;-28;10
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-10T00:00:00Z;-31;4;-24;-30;-28;11
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-11T00:00:00Z;-30;15;9;-26;-26;11
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-12T00:00:00Z;-28;8;38;-25;-21;8
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-13T00:00:00Z;-41;NA;32;-19;-24;7
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-14T00:00:00Z;-17;7;12;-22;-27;8
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-15T00:00:00Z;-20;12;6;-26;-28;10
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-16T00:00:00Z;-30;10;-6;-27;-27;10
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-17T00:00:00Z;-26;13;2;-24;-27;10
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-18T00:00:00Z;-29;15;7;-23;-26;10
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-19T00:00:00Z;-33;10;14;-27;-18;8
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-20T00:00:00Z;-57;NA;6;-26;-30;8
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-21T00:00:00Z;-6;19;7;-27;-30;8
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-22T00:00:00Z;-14;41;-13;-32;-34;10
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-23T00:00:00Z;-14;55;13;-35;-40;12
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-24T00:00:00Z;-56;-16;-22;-60;-77;21
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-25T00:00:00Z;-84;-92;-24;-65;-86;24
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-26T00:00:00Z;-80;-93;21;-50;-56;14
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-27T00:00:00Z;-66;NA;11;-34;-34;9
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-28T00:00:00Z;-58;1;-7;-61;-64;21
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-29T00:00:00Z;-51;6;64;-54;-66;21
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-30T00:00:00Z;-56;26;-12;-54;-66;21
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-12-31T00:00:00Z;-58;2;55;-57;-77;23
AT;Austria;Lower Austria;NA;NA;NA;NA;2021-01-01T00:00:00Z;-85;-95;-16;-75;-88;30
AT;Austria;Lower Austria;NA;NA;NA;NA;2021-01-02T00:00:00Z;-68;-13;41;-43;-36;12
AT;Austria;Lower Austria;NA;NA;NA;NA;2021-01-03T00:00:00Z;-65;NA;3;-32;-29;10
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-02-15T00:00:00Z;14;1;NA;23;3;-1
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-02-16T00:00:00Z;16;NA;51;32;0;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-02-17T00:00:00Z;8;0;NA;7;7;-2
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-02-18T00:00:00Z;11;7;NA;11;4;-1
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-02-19T00:00:00Z;9;2;NA;-2;4;0
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-02-20T00:00:00Z;10;1;NA;7;4;0
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-02-21T00:00:00Z;5;5;NA;0;3;0
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-02-22T00:00:00Z;19;1;NA;35;5;-1
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-02-23T00:00:00Z;8;NA;-14;11;-4;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-02-24T00:00:00Z;11;8;NA;5;4;-1
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-02-25T00:00:00Z;28;15;NA;9;2;-1
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-02-26T00:00:00Z;11;14;NA;3;2;0
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-02-27T00:00:00Z;7;15;NA;1;3;0
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-02-28T00:00:00Z;6;19;NA;1;2;0
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-02-29T00:00:00Z;6;8;NA;14;2;0
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-01T00:00:00Z;7;NA;4;12;-1;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-02T00:00:00Z;12;10;NA;3;4;-1
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-03T00:00:00Z;6;9;NA;1;2;0
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-04T00:00:00Z;6;7;NA;10;3;-1
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-05T00:00:00Z;11;9;NA;8;0;0
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-06T00:00:00Z;9;8;NA;-1;-1;0
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-07T00:00:00Z;17;4;NA;9;0;0
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-08T00:00:00Z;29;NA;72;13;1;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-09T00:00:00Z;10;9;NA;5;3;-1
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-10T00:00:00Z;12;18;NA;7;1;-1
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-11T00:00:00Z;10;28;NA;2;-2;2
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-12T00:00:00Z;18;40;NA;2;-3;2
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-13T00:00:00Z;12;62;NA;-12;-7;4
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-14T00:00:00Z;0;-1;NA;-11;-6;7
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-15T00:00:00Z;-37;NA;56;-24;-17;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-16T00:00:00Z;-50;1;NA;-51;-43;18
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-17T00:00:00Z;-64;-16;NA;-60;-57;23
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-18T00:00:00Z;-63;-18;NA;-55;-60;24
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-19T00:00:00Z;-61;-10;NA;-57;-61;25
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-20T00:00:00Z;-65;-14;NA;-60;-61;24
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-21T00:00:00Z;-78;-28;-44;-60;-48;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-22T00:00:00Z;-88;NA;-13;-56;-48;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-23T00:00:00Z;-68;-19;NA;-64;-61;24
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-24T00:00:00Z;-67;-17;NA;-62;-63;26
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-25T00:00:00Z;-68;-23;NA;-64;-62;26
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-26T00:00:00Z;-66;-13;NA;-59;-62;26
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-27T00:00:00Z;-64;-16;NA;-59;-62;25
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-28T00:00:00Z;-66;-20;NA;-40;-43;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-29T00:00:00Z;-76;NA;33;-46;-49;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-30T00:00:00Z;-63;-17;NA;-61;-59;23
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-03-31T00:00:00Z;-60;-8;NA;-61;-61;24
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-01T00:00:00Z;-60;-18;NA;-59;-60;24
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-02T00:00:00Z;-57;-12;NA;-55;-61;25
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-03T00:00:00Z;-61;-15;NA;-55;-60;25
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-04T00:00:00Z;-65;-23;NA;-41;-42;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-05T00:00:00Z;-64;NA;NA;-26;-41;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-06T00:00:00Z;-52;-15;NA;-56;-59;22
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-07T00:00:00Z;-54;-9;NA;-54;-61;23
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-08T00:00:00Z;-54;-6;NA;-54;-61;23
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-09T00:00:00Z;-49;9;NA;-56;-61;23
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-10T00:00:00Z;-56;0;NA;-58;-64;24
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-11T00:00:00Z;-60;-12;NA;-32;-38;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-12T00:00:00Z;-63;NA;NA;-28;-40;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-13T00:00:00Z;-84;-96;NA;-75;-88;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-14T00:00:00Z;-35;-3;NA;-55;-56;21
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-15T00:00:00Z;-32;-6;NA;-48;-55;20
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-16T00:00:00Z;-35;2;NA;-48;-54;20
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-17T00:00:00Z;-38;0;NA;-42;-53;20
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-18T00:00:00Z;-37;-7;NA;-15;-22;12
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-19T00:00:00Z;-75;NA;-5;-42;-36;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-20T00:00:00Z;-25;-10;NA;-47;-49;16
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-21T00:00:00Z;-31;-2;NA;-42;-51;18
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-22T00:00:00Z;-30;-1;NA;-42;-51;18
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-23T00:00:00Z;-30;5;NA;-43;-50;18
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-24T00:00:00Z;-33;1;NA;-45;-50;19
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-25T00:00:00Z;-37;-3;NA;-21;-25;12
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-26T00:00:00Z;-44;NA;NA;-5;-24;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-27T00:00:00Z;-24;-7;NA;-44;-46;16
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-28T00:00:00Z;-25;0;NA;-40;-48;16
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-29T00:00:00Z;-28;13;NA;-41;-47;17
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-04-30T00:00:00Z;3;45;NA;-42;-46;14
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-01T00:00:00Z;-69;-92;NA;-61;-82;27
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-02T00:00:00Z;-4;17;NA;-7;-10;7
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-03T00:00:00Z;-46;NA;62;-5;-20;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-04T00:00:00Z;6;4;NA;-33;-37;10
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-05T00:00:00Z;-8;8;NA;-38;-39;13
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-06T00:00:00Z;-7;8;NA;-30;-39;13
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-07T00:00:00Z;-6;12;NA;-27;-39;13
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-08T00:00:00Z;-4;13;NA;-29;-38;12
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-09T00:00:00Z;-4;9;NA;21;-3;5
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-10T00:00:00Z;-19;NA;NA;16;0;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-11T00:00:00Z;-8;-7;NA;-31;-33;11
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-12T00:00:00Z;-14;4;NA;-28;-36;12
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-13T00:00:00Z;-20;-1;NA;-26;-37;13
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-14T00:00:00Z;-14;7;NA;-27;-35;13
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-15T00:00:00Z;-5;0;NA;-29;-37;14
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-16T00:00:00Z;6;-3;NA;16;3;5
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-17T00:00:00Z;24;NA;NA;16;2;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-18T00:00:00Z;21;-2;NA;-14;-25;7
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-19T00:00:00Z;21;9;NA;-17;-27;8
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-20T00:00:00Z;39;48;NA;-16;-28;6
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-21T00:00:00Z;-18;-89;NA;-52;-79;23
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-22T00:00:00Z;24;15;NA;-24;-43;11
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-23T00:00:00Z;-3;-3;NA;-3;-1;7
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-24T00:00:00Z;7;NA;61;-6;-1;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-25T00:00:00Z;10;3;NA;-23;-27;8
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-26T00:00:00Z;7;-1;NA;-22;-26;9
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-27T00:00:00Z;17;0;NA;-16;-25;8
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-28T00:00:00Z;11;8;NA;-21;-26;10
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-29T00:00:00Z;13;11;NA;-17;-28;8
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-30T00:00:00Z;14;6;NA;12;11;3
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-05-31T00:00:00Z;-18;NA;-36;-32;-3;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-01T00:00:00Z;-14;-89;NA;-51;-77;19
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-02T00:00:00Z;22;21;NA;-17;-31;6
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-03T00:00:00Z;18;6;NA;-7;-24;6
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-04T00:00:00Z;19;7;NA;-7;-24;6
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-05T00:00:00Z;13;7;NA;-16;-24;7
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-06T00:00:00Z;26;2;NA;19;16;1
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-07T00:00:00Z;42;NA;NA;11;12;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-08T00:00:00Z;14;-1;NA;-12;-24;5
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-09T00:00:00Z;16;7;NA;-13;-25;5
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-10T00:00:00Z;28;40;NA;-14;-26;4
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-11T00:00:00Z;-8;-90;NA;-50;-76;20
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-12T00:00:00Z;27;12;NA;-18;-42;8
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-13T00:00:00Z;19;-3;NA;14;14;1
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-14T00:00:00Z;24;NA;23;-6;19;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-15T00:00:00Z;22;-2;NA;-10;-22;4
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-16T00:00:00Z;19;4;NA;-9;-24;5
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-17T00:00:00Z;19;-3;NA;-7;-24;5
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-18T00:00:00Z;17;3;NA;-18;-24;6
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-19T00:00:00Z;15;-4;NA;-16;-25;5
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-20T00:00:00Z;2;-10;5;-6;6;3
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-21T00:00:00Z;-13;NA;-33;-27;7;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-22T00:00:00Z;12;-6;NA;-15;-23;4
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-23T00:00:00Z;21;-4;NA;-10;-25;4
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-24T00:00:00Z;23;-3;NA;-8;-24;4
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-25T00:00:00Z;21;1;NA;-10;-23;5
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-26T00:00:00Z;18;-2;NA;-14;-25;4
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-27T00:00:00Z;19;-7;NA;13;10;0
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-28T00:00:00Z;32;NA;NA;17;15;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-29T00:00:00Z;12;-5;NA;-15;-23;5
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-06-30T00:00:00Z;27;3;NA;-9;-22;3
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-07-01T00:00:00Z;29;4;NA;-9;-22;3
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-07-02T00:00:00Z;26;4;NA;-8;-22;4
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-07-03T00:00:00Z;34;4;NA;1;-25;2
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-07-04T00:00:00Z;23;-5;NA;30;7;-1
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-07-05T00:00:00Z;33;NA;54;22;14;NA
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-07-06T00:00:00Z;20;-2;NA;-12;-31;3
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-07-07T00:00:00Z;22;-1;NA;-6;-32;3
AT;Austria;Lower Austria;NA;NA;NA;NA;2020-07-08T00:00:00Z;23;-5;NA;-18;-31;3
